"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Conservation","Invasive"
"http://id.biodiversity.org.au/node/apni/2913715","Acacia auratiflora","R.S.Cowan & Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status|EPBC Act Threatened Species",""
"http://id.biodiversity.org.au/node/apni/2914701","Platysace xerophila","(E.Pritz.) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Platysace",,"",""
"http://id.biodiversity.org.au/node/apni/2914777","Calytrix nematoclada","Craven","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Calytrix",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2915134","Eucalyptus sp. Little Sandy Desert (D.Nicolle & M.French DN 4304)","D.Nicolle","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2916000","Andersonia hammersleyana","Lemson","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Andersonia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2916777","Boronia ericifolia","Benth.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Boronia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2916939","Gomphrena lanata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Gomphrena",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2917645","Banksia brunnea","A.R.Mast & K.R.Thiele","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia",,"",""
"http://id.biodiversity.org.au/node/apni/2917843","Grevillea fuscolutea","Keighery","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2918410","Phytolacca octandra","L.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Phytolaccaceae","Phytolacca","Dyeberry","Queensland : Conservation Status","Non-native species"
"http://id.biodiversity.org.au/node/apni/2918589","Lasiopetalum microcardium","E.Pritz.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Lasiopetalum",,"",""
"http://id.biodiversity.org.au/node/apni/2918954","Acacia decurrens","Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Early Black Wattle","Queensland : Conservation Status","Global Invasive Species Information Network (GISIN)"
"http://id.biodiversity.org.au/node/apni/2919440","Haloragis hamata","Orchard","species","Plantae","Charophyta","Equisetopsida","Saxifragales","Haloragaceae","Haloragis",,"",""
"http://id.biodiversity.org.au/node/apni/2920720","Goodenia vilmoriniae","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Goodenia",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2920947","Euphorbia heterophylla","L.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Euphorbia","Japanese Poinsettia","Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/7022449","Trithuria submersa","Hook.f.","species","Plantae","Charophyta","Equisetopsida","Nymphaeales","Hydatellaceae","Trithuria","Juncella","Tasmania : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/7965453","Datura leichhardtii","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Datura",,"Queensland : Conservation Status|Northern Territory : Conservation Status","WA State Notifiable Pests"
"http://id.biodiversity.org.au/node/apni/8443421","Arabidella trisecta","(F.Muell.) O.E.Schulz","species","Plantae","Charophyta","Equisetopsida","Brassicales","Brassicaceae","Arabidella",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2887119","Podotheca uniseta","P.S.Short","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Podotheca",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2888349","Wahlenbergia queenslandica","Carolin ex P.J.Sm.","species","Plantae","Charophyta","Equisetopsida","Asterales","Campanulaceae","Wahlenbergia",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2889811","Lepyrodia porterae","B.G.Briggs & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Poales","Restionaceae","Lepyrodia",,"",""
"http://id.biodiversity.org.au/node/apni/2890009","Synaphea pinnata","Lindl.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Synaphea",,"",""
"http://id.biodiversity.org.au/node/apni/2890024","Banksia cynaroides","(C.A.Gardner) A.R.Mast & K.R.Thiele","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2891073","Isolepis stellata","(C.B.Clarke) K.L.Wilson","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Isolepis","Star Club-Rush","Tasmania : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2891170","Oenothera stricta","Ledeb. ex Link","species","Plantae","Charophyta","Equisetopsida","Myrtales","Onagraceae","Oenothera","Common Evening Primrose","Northern Territory : Conservation Status","Non-native species"
"http://id.biodiversity.org.au/node/apni/2891192","Hesperantha falcata","(L.f.) Ker Gawl.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Iridaceae","Hesperantha",,"","Non-native species"
"http://id.biodiversity.org.au/node/apni/2891897","Anigozanthos pulcherrimus","Hook.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Haemodoraceae","Anigozanthos",,"",""
"http://id.biodiversity.org.au/node/apni/2892548","Adenanthos filifolius","Benth.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Adenanthos",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2893482","Utricularia inaequalis","A.DC.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lentibulariaceae","Utricularia",,"",""
"http://id.biodiversity.org.au/node/apni/2894063","Synaphea pandurata","R.Butcher","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Synaphea",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2894135","Schenkia clementii","(Domin) G.Mans.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Gentianaceae","Schenkia",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2894298","Verticordia bifimbriata","A.S.George","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Verticordia",,"",""
"http://id.biodiversity.org.au/node/apni/2894790","Limnophila fragrans","(G.Forst.) Seem.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Plantaginaceae","Limnophila",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2895666","Darwinia collina","C.A.Gardner","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Darwinia",,"Western Australia ; Conservation status|EPBC Act Threatened Species",""
"http://id.biodiversity.org.au/node/apni/2896290","Triumfetta ramosa","Sprague & Hutch.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Triumfetta",,"",""
"http://id.biodiversity.org.au/node/apni/2896392","Acacia shuttleworthii","Meisn.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2896410","Microcorys macredieana","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Microcorys",,"South Australia : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2896666","Evandra pauciflora","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Evandra",,"",""
"http://id.biodiversity.org.au/node/apni/2896677","Eucalyptus leprophloia","Brooker & Hopper","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"Western Australia ; Conservation status|EPBC Act Threatened Species",""
"http://id.biodiversity.org.au/node/apni/2896789","Enneapogon cylindricus","N.T.Burb.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Enneapogon","Jointed Nineawn","Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2897317","Drosera myriantha","Planch.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Droseraceae","Drosera",,"",""
"http://id.biodiversity.org.au/node/apni/2898077","Baumea laxa","(Nees) Boeckeler","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Baumea","Lax Twig-Rush","South Australia : Conservation Status|Victoria : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2898402","Gastrolobium subcordatum","(Benth.) G.Chandler & Crisp","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gastrolobium",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2898685","Cenchrus brevisetosus","(B.K.Simon) B.K.Simon","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cenchrus",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2898754","Zygophyllum lobulatum","(Benth.) H.Eichler ex R.M.Barker","species","Plantae","Charophyta","Equisetopsida","Zygophyllales","Zygophyllaceae","Zygophyllum",,"",""
"http://id.biodiversity.org.au/node/apni/2899923","Grevillea drummondii","Meisn.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2900395","Hibbertia depressa","Steud.","species","Plantae","Charophyta","Equisetopsida",,"Dilleniaceae","Hibbertia",,"",""
"http://id.biodiversity.org.au/node/apni/2900655","Stachys arvensis","(L.) L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Stachys","Staggerweed","Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2901393","Dodonaea trifida","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Dodonaea",,"",""
"http://id.biodiversity.org.au/node/apni/2902313","Templetonia neglecta","J.H.Ross","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Templetonia",,"",""
"http://id.biodiversity.org.au/node/apni/2902414","Daviesia spiralis","Crisp","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Daviesia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2903296","Chorizandra cymbaria","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Chorizandra",,"Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2903654","Goodenia krauseana","Carolin","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Goodenia",,"",""
"http://id.biodiversity.org.au/node/apni/2905960","Urochloa subquadripara","(Trin.) R.D.Webster","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Urochloa",,"Queensland : Conservation Status|Northern Territory : Conservation Status","Non-native species"
"http://id.biodiversity.org.au/node/apni/2906348","Acacia karina","Maslin & Buscumb","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2906624","Melaleuca amydra","Craven","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca",,"",""
"http://id.biodiversity.org.au/node/apni/2908414","Acacia startii","A.R.Chapm. & Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2908653","Drosera platypoda","Turcz.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Droseraceae","Drosera",,"",""
"http://id.biodiversity.org.au/node/apni/2908662","Luvunga monophylla","(DC.) Mabb.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Luvunga",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2909001","Wurmbea murchisoniana","T.D.Macfarl.","species","Plantae","Charophyta","Equisetopsida","Liliales","Colchicaceae","Wurmbea",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2909047","Acacia areolata","M.W.McDonald","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2909991","Trema tomentosa","(Roxb.) H.Hara","species","Plantae","Charophyta","Equisetopsida","Rosales","Cannabaceae","Trema",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2910032","Tecticornia fimbriata","(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Tecticornia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2910309","Cephalosorus carpesioides","(Turcz.) P.S.Short","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Cephalosorus",,"",""
"http://id.biodiversity.org.au/node/apni/2911305","Platytheca juniperina","Domin","species","Plantae","Charophyta","Equisetopsida","Oxalidales","Elaeocarpaceae","Platytheca",,"",""
"http://id.biodiversity.org.au/node/apni/2911561","Gastrolobium ilicifolium","Meisn.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gastrolobium",,"",""
"http://id.biodiversity.org.au/node/apni/2912304","Spermacoce phaeosperma","Harwood","species","Plantae","Charophyta","Equisetopsida","Gentianales","Rubiaceae","Spermacoce",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2913142","Leucopogon glaucifolius","W.Fitzg.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Leucopogon",,"",""
"http://id.biodiversity.org.au/node/apni/2914114","Rinzia schollerifolia","(Lehm.) Trudgen","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Rinzia",,"",""
"http://id.biodiversity.org.au/node/apni/2914192","Acacia spinosissima","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2914291","Eucalyptus creta","L.A.S.Johnson & K.D.Hill","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2914500","Marsdenia graniticola","P.I.Forst.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Marsdenia",,"",""
"http://id.biodiversity.org.au/node/apni/2914544","Swainsona incei","W.R.Price","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Swainsona",,"",""
"http://id.biodiversity.org.au/node/apni/2915303","Eriachne tenuiculmis","W.Hartley","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Eriachne",,"",""
"http://id.biodiversity.org.au/node/apni/2915725","Grevillea flexuosa","(Lindl.) Meisn.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea",,"Western Australia ; Conservation status|EPBC Act Threatened Species",""
"http://id.biodiversity.org.au/node/apni/2916170","Acacia tetragonocarpa","Meisn.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2916241","Melaleuca podiocarpa","Barlow ex Craven","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca",,"",""
"http://id.biodiversity.org.au/node/apni/2916375","Meiogyne cylindrocarpa","(Burck) Heusden","species","Plantae","Charophyta","Equisetopsida","Magnoliales","Annonaceae","Meiogyne",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2917249","Crassula colligata","Toelken","species","Plantae","Charophyta","Equisetopsida","Saxifragales","Crassulaceae","Crassula",,"",""
"http://id.biodiversity.org.au/node/apni/2917989","Gompholobium hendersonii","Paxton","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gompholobium",,"",""
"http://id.biodiversity.org.au/node/apni/2918054","Calytrix eneabbensis","Craven","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Calytrix",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2918059","Acacia drepanophylla","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2918705","Acacia bromilowiana","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2918787","Lysinema fimbriatum","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Lysinema",,"",""
"http://id.biodiversity.org.au/node/apni/2920612","Sondottia connata","(W.Fitzg.) P.S.Short","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Sondottia",,"",""
"http://id.biodiversity.org.au/node/apni/2920769","Watsonia borbonica","(Pourr.) Goldblatt","species","Plantae","Charophyta","Equisetopsida","Asparagales","Iridaceae","Watsonia","Pink Watsonia","","Non-native species"
"http://id.biodiversity.org.au/node/apni/2920958","Spirogardnera rubescens","Stauffer","species","Plantae","Charophyta","Equisetopsida","Santalales","Santalaceae","Spirogardnera",,"Western Australia ; Conservation status|EPBC Act Threatened Species",""
"http://id.biodiversity.org.au/node/apni/2921098","Buchnera ramosissima","R.Br.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Linderniaceae","Buchnera",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2921173","Cullen pogonocarpum","J.W.Grimes","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Cullen",,"",""
"http://id.biodiversity.org.au/node/apni/7176644","Astroloma acervatum","Hislop & A.J.G.Wilson","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Astroloma",,"",""
"http://id.biodiversity.org.au/node/apni/7702558","Scholtzia spatulata","(Turcz.) Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Scholtzia",,"",""
"http://id.biodiversity.org.au/instance/apni/766198","Dillwynia pungens","Sweet","species",,,,,,,,"",""
"http://id.biodiversity.org.au/node/apni/2886155","Eucalyptus woodwardii","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2886435","Lomandra rupestris","(Endl.) Ewart","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra",,"",""
"http://id.biodiversity.org.au/node/apni/2886727","Ptilotus albidus","(C.A.Gardner) Benl","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus",,"",""
"http://id.biodiversity.org.au/node/apni/2887656","Acacia obtecta","Maiden & Blakely","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2887918","Pimelea tinctoria","Meisn.","species","Plantae","Charophyta","Equisetopsida","Malvales","Thymelaeaceae","Pimelea",,"",""
"http://id.biodiversity.org.au/node/apni/2887981","Boronia adamsiana","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Boronia","Barbalin Boronia","Western Australia ; Conservation status|EPBC Act Threatened Species",""
"http://id.biodiversity.org.au/node/apni/2888476","Calothamnus glaber","(Benth.) Hawkeswood ex A.S.George","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Calothamnus",,"",""
"http://id.biodiversity.org.au/node/apni/2888830","Acacia jacksonioides","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2889955","Hypolaena grandiuscula","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Poales","Restionaceae","Hypolaena",,"",""
"http://id.biodiversity.org.au/node/apni/2889986","Melaleuca stramentosa","Craven","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca",,"",""
"http://id.biodiversity.org.au/node/apni/2890139","Darwinia polychroma","Keighery","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Darwinia","Harlequin Bell","Western Australia ; Conservation status|EPBC Act Threatened Species",""
"http://id.biodiversity.org.au/node/apni/2890493","Ficus tinctoria","G.Forst.","species","Plantae","Charophyta","Equisetopsida","Rosales","Moraceae","Ficus",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2891284","Corymbia paractia","K.D.Hill & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Corymbia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2891509","Wrightia saligna","(R.Br.) F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Wrightia","Coolaroo","Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2892096","Swainsona elegans","A.T.Lee","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Swainsona",,"",""
"http://id.biodiversity.org.au/node/apni/2892494","Hakea flabellifolia","Meisn.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Hakea",,"",""
"http://id.biodiversity.org.au/node/apni/2892522","Acacia amputata","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2892911","Leptosema cervicorne","Crisp","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Leptosema",,"",""
"http://id.biodiversity.org.au/node/apni/2893142","Hibbertia silvestris","Diels","species","Plantae","Charophyta","Equisetopsida",,"Dilleniaceae","Hibbertia",,"",""
"http://id.biodiversity.org.au/node/apni/2893526","Hypoestes floribunda","R.Br.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Hypoestes",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2893630","Urochloa holosericea","(R.Br.) R.D.Webster","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Urochloa",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2894873","Acacia chrysochaeta","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2895802","Chorizema spathulatum","(Meisn.) J.M.Taylor & Crisp","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Chorizema",,"",""
"http://id.biodiversity.org.au/node/apni/2896280","Acacia nitidula","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2896508","Senecio hispidulus","A.Rich.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Senecio","Fireweed","Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2896685","Acacia subracemosa","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2896794","Levenhookia pulcherrima","Carlquist","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Levenhookia","Beautiful Stylewort","Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2897448","Millotia perpusilla","(Turcz.) P.S.Short","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Millotia",,"",""
"http://id.biodiversity.org.au/node/apni/2897709","Lechenaultia striata","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Lechenaultia",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2897856","Onychosepalum laxiflorum","Steud.","species","Plantae","Charophyta","Equisetopsida","Poales","Restionaceae","Onychosepalum",,"",""
"http://id.biodiversity.org.au/node/apni/2898508","Livistona victoriae","Rodd","species","Plantae","Charophyta","Equisetopsida","Arecales","Arecaceae","Livistona",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2899213","Actinotus superbus","O.H.Sarg.","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus",,"",""
"http://id.biodiversity.org.au/node/apni/2899950","Heliotropium europaeum","L.","species","Plantae","Charophyta","Equisetopsida",,"Boraginaceae","Heliotropium",,"Queensland : Conservation Status","WA State Notifiable Pests"
"http://id.biodiversity.org.au/node/apni/2901614","Atalaya variifolia","(F.Muell.) Benth.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Atalaya",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2901664","Nymphoides crenata","(F.Muell.) Kuntze","species","Plantae","Charophyta","Equisetopsida","Asterales","Menyanthaceae","Nymphoides",,"South Australia : Conservation Status|Queensland : Conservation Status|Victoria : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2902036","Utricularia gibba","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lentibulariaceae","Utricularia","Bladderwort","Queensland : Conservation Status|Victoria : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2902296","Allocasuarina decaisneana","(F.Muell.) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Allocasuarina","Desert Oak","Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2904428","Hibbertia ancistrophylla","J.R.Wheeler","species","Plantae","Charophyta","Equisetopsida",,"Dilleniaceae","Hibbertia",,"",""
"http://id.biodiversity.org.au/node/apni/2904635","Conostylis breviscapa","R.Br.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Haemodoraceae","Conostylis",,"",""
"http://id.biodiversity.org.au/node/apni/2904690","Grevillea phanerophlebia","Diels","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2904830","Pomaderris rotundifolia","(F.Muell.) Rye","species","Plantae","Charophyta","Equisetopsida","Rosales","Rhamnaceae","Pomaderris",,"",""
"http://id.biodiversity.org.au/node/apni/2904927","Verticordia blepharophylla","A.S.George","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Verticordia",,"",""
"http://id.biodiversity.org.au/node/apni/2907561","Ilex arnhemensis","(F.Muell.) Loes.","species","Plantae","Charophyta","Equisetopsida","Aquifoliales","Aquifoliaceae","Ilex",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2907871","Acacia effusa","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2907999","Acacia horridula","Meisn.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2909721","Sida sp. Barlee Range (S. van Leeuwen 1642)","WA Herbarium","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Sida",,"Western Australia ; Conservation status",""
"http://id.biodiversity.org.au/node/apni/2909724","Acacia pusilla","Maslin","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2910014","Baxteria australis","R.Br. ex Hook.","species","Plantae","Charophyta","Equisetopsida","Dasypogonales","Dasypogonaceae","Baxteria",,"",""
