"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Conservation","Invasive"
"http://id.biodiversity.org.au/node/apni/2892673","Corymbia calophylla","(Lindl.) K.D.Hill & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Corymbia",,"",""
"http://id.biodiversity.org.au/node/apni/2911572","Jacaranda mimosifolia","D.Don","species","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Jacaranda","Jacaranda","Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2913234","Banksia attenuata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","Slender Banksia","",""
"http://id.biodiversity.org.au/node/apni/2915885","Ptilotus obovatus","(Gaudich.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus",,"Queensland : Conservation Status|Victoria : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2896043","Banksia grandis","Willd.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","Bull Banksia","",""
"http://id.biodiversity.org.au/node/apni/2889947","Senna artemisioides","(Gaudich. ex DC.) Randell","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Senna",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2906879","Eucalyptus loxophleba","Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2912367","Hardenbergia comptoniana","(Andrews) Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Hardenbergia",,"",""
"http://id.biodiversity.org.au/node/apni/2889663","Nuytsia floribunda","(Labill.) R.Br. ex G.Don","species","Plantae","Charophyta","Equisetopsida","Santalales","Loranthaceae","Nuytsia","Western Australian Christmas Tree","",""
"http://id.biodiversity.org.au/node/apni/2907367","Hypochaeris glabra","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Hypochaeris","Smooth Catsear","Queensland : Conservation Status|Northern Territory : Conservation Status","Non-native species|Global Invasive Species Information Network (GISIN)"
"http://id.biodiversity.org.au/node/apni/2886511","Austrostipa elegantissima","(Labill.) S.W.L.Jacobs & J.Everett","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Austrostipa","Feather Spear-Grass","",""
"http://id.biodiversity.org.au/node/apni/2897859","Eremophila latrobei","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Eremophila",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2896211","Calothamnus quadrifidus","R.Br.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Calothamnus",,"",""
"http://id.biodiversity.org.au/node/apni/2890936","Drosera macrantha","Endl.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Droseraceae","Drosera",,"",""
"http://id.biodiversity.org.au/node/apni/2901023","Solanum lasiophyllum","Dunal ex Poir.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Solanum",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2918704","Acacia saligna","(Labill.) H.L.Wendl.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Blue-Leaved Wattle","Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2891608","Scaevola spinescens","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Scaevola",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2916273","Trachymene pilosa","Sm.","species","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Trachymene",,"",""
"http://id.biodiversity.org.au/node/apni/2912563","Ptilotus nobilis","(Lindl.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2918620","Hibbertia hypericoides","(DC.) Benth.","species","Plantae","Charophyta","Equisetopsida",,"Dilleniaceae","Hibbertia",,"",""
"http://id.biodiversity.org.au/node/apni/2897886","Drosera menziesii","R.Br. ex DC.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Droseraceae","Drosera",,"",""
"http://id.biodiversity.org.au/node/apni/2896531","Acacia tetragonophylla","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/6283310","Conostylis aculeata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Haemodoraceae","Conostylis","Prickly Conostylis","",""
"http://id.biodiversity.org.au/node/apni/2915606","Neurachne alopecuroidea","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Neurachne",,"",""
"http://id.biodiversity.org.au/node/apni/7645007","Eucalyptus marginata","Donn ex Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2898215","Thysanotus manglesianus","Kunth","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Thysanotus",,"",""
"http://id.biodiversity.org.au/node/apni/2899298","Acacia acuminata","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"",""
"http://id.biodiversity.org.au/node/apni/2914441","Aristida contorta","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Aristida","Bunched Kerosene Grass","Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2897449","Erodium cygnorum","Nees","species","Plantae","Charophyta","Equisetopsida","Geraniales","Geraniaceae","Erodium",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/7873835","Dodonaea viscosa","Jacq.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Dodonaea","Ake Rautangi","Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2893218","Allocasuarina humilis","(Otto & A.Dietr.) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Allocasuarina",,"",""
"http://id.biodiversity.org.au/node/apni/2921040","Eucalyptus camaldulensis","Dehnh.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","River Red Gum","Northern Territory : Conservation Status|ACT Rare Plant List","Global Invasive Species Information Network (GISIN)"
"http://id.biodiversity.org.au/node/apni/2887291","Eremophila forrestii","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Eremophila",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2912492","Conostylis setigera","R.Br.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Haemodoraceae","Conostylis",,"",""
"http://id.biodiversity.org.au/node/apni/2903348","Calytrix leschenaultii","(Schauer) Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Calytrix",,"",""
"http://id.biodiversity.org.au/node/apni/2895772","Sonchus oleraceus","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Sonchus","Common Sow Thistle","Queensland : Conservation Status|Northern Territory : Conservation Status","Non-native species"
"http://id.biodiversity.org.au/node/apni/2892164","Melaleuca hamata","Fielding & Gardner","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca",,"",""
"http://id.biodiversity.org.au/node/apni/2901796","Daucus glochidiatus","(Labill.) Fisch., C.A.Mey. & Ave-Lall.","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Daucus","Australian Carrot","Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2921021","Eucalyptus oleosa","F.Muell. ex Miq.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2915386","Bossiaea eriocarpa","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Bossiaea",,"",""
"http://id.biodiversity.org.au/node/apni/2892866","Eucalyptus celastroides","Turcz.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2898810","Eucalyptus flocktoniae","(Maiden) Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2888259","Dampiera linearis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Dampiera",,"",""
"http://id.biodiversity.org.au/node/apni/2902062","Hypolaena exsulca","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Restionaceae","Hypolaena",,"",""
"http://id.biodiversity.org.au/node/apni/2890194","Trachymene ornata","(Endl.) Druce","species","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Trachymene",,"",""
"http://id.biodiversity.org.au/node/apni/2916495","Hakea lissocarpha","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Hakea","Honey Bush","",""
"http://id.biodiversity.org.au/node/apni/2893639","Eucalyptus leptopoda","Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Tammin Mallee","",""
"http://id.biodiversity.org.au/node/apni/2919265","Olearia muelleri","(Sond.) Benth.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Olearia",,"",""
"http://id.biodiversity.org.au/node/apni/2893713","Allocasuarina campestris","(Diels) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Allocasuarina",,"",""
"http://id.biodiversity.org.au/node/apni/2900814","Rytidosperma caespitosum","(Gaudich.) Connor & Edgar","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Rytidosperma",,"",""
"http://id.biodiversity.org.au/node/apni/2895692","Hypocalymma angustifolium","(Endl.) Schauer","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Hypocalymma",,"",""
"http://id.biodiversity.org.au/node/apni/2886300","Philotheca spicata","(A.Rich.) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Philotheca",,"",""
"http://id.biodiversity.org.au/node/apni/2913977","Banksia littoralis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia",,"",""
"http://id.biodiversity.org.au/node/apni/2890993","Santalum acuminatum","(R.Br.) A.DC.","species","Plantae","Charophyta","Equisetopsida","Santalales","Santalaceae","Santalum",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2910824","Calandrinia eremaea","Ewart","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Portulacaceae","Calandrinia",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/6707550","Acacia aneura","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2911662","Acacia erinacea","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Prickly Wattle","South Australia : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/8694676","Eremophila glabra","(R.Br.) Ostenf.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Eremophila",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/7238218","Kennedia coccinea","(Curtis) Vent.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Kennedia",,"",""
"http://id.biodiversity.org.au/node/apni/2907233","Exocarpos aphyllus","R.Br.","species","Plantae","Charophyta","Equisetopsida","Santalales","Santalaceae","Exocarpos",,"Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2905888","Xanthorrhoea preissii","Endl.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Xanthorrhoeaceae","Xanthorrhoea",,"",""
"http://id.biodiversity.org.au/node/apni/2915685","Rytidosperma setaceum","(R.Br.) Connor & Edgar","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Rytidosperma",,"",""
"http://id.biodiversity.org.au/node/apni/2915505","Thysanotus patersonii","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Thysanotus",,"",""
"http://id.biodiversity.org.au/node/apni/2908261","Brachyscome iberidifolia","Benth.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Brachyscome","Swan River Daisy","Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2890292","Podolepis lessonii","(Cass.) Benth.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Podolepis",,"",""
"http://id.biodiversity.org.au/node/apni/2893288","Phyllanthus calycinus","Labill.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Phyllanthus","False Boronia","South Australia : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2904201","Lysinema ciliatum","R.Br.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Lysinema",,"",""
"http://id.biodiversity.org.au/node/apni/2892299","Pentameris airoides","Nees","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Pentameris",,"","Non-native species"
"http://id.biodiversity.org.au/node/apni/2892953","Acacia incurvaneura","Maslin & J.E.Reid","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Narrow-Leaf Mulga","Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2888680","Senna glutinosa","(DC.) Randell","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Senna",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2896828","Eucalyptus horistes","L.A.S.Johnson & K.D.Hill","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2911343","Astroloma serratifolium","(DC.) Sond.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Astroloma",,"",""
"http://id.biodiversity.org.au/node/apni/2909953","Podolepis capillaris","(Steetz) Diels","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Podolepis",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2913511","Rhodanthe citrina","(Benth.) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Rhodanthe",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2893139","Eucalyptus uncinata","Turcz.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2908064","Briza maxima","L.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Briza","Quaking Grass","Queensland : Conservation Status|Northern Territory : Conservation Status","Non-native species|Global Invasive Species Information Network (GISIN)"
"http://id.biodiversity.org.au/node/apni/2888035","Boronia crenulata","Sm.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Boronia",,"",""
"http://id.biodiversity.org.au/node/apni/6885830","Ptilotus gaudichaudii","(Steud.) J.M.Black","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2897960","Banksia menziesii","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","Firewood Banksia","",""
"http://id.biodiversity.org.au/node/apni/2920604","Gompholobium tomentosum","Labill.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gompholobium",,"",""
"http://id.biodiversity.org.au/node/apni/2887758","Eucalyptus incrassata","Labill.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2892983","Allocasuarina acutivalvis","(F.Muell.) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Allocasuarina",,"",""
"http://id.biodiversity.org.au/node/apni/2905735","Banksia ilicifolia","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia",,"",""
"http://id.biodiversity.org.au/node/apni/2892177","Stypandra glauca","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Hemerocallidaceae","Stypandra",,"South Australia : Conservation Status|Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2906592","Borya sphaerocephala","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Boryaceae","Borya",,"",""
"http://id.biodiversity.org.au/node/apni/2906653","Goodenia berardiana","(Gaudich.) Carolin","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Goodenia",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2889306","Tecticornia indica","(Willd.) K.A.Sheph. & Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Tecticornia",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2919752","Philotheca brucei","(F.Muell.) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Philotheca",,"",""
"http://id.biodiversity.org.au/node/apni/2901814","Eremophila clarkei","Oldfield & F.Muell.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Eremophila","Turpentine Bush","Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2914079","Eucalyptus wandoo","Blakely","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2915521","Arctotheca calendula","(L.) Levyns","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Arctotheca","Capeweed","Queensland : Conservation Status|Northern Territory : Conservation Status","Non-native species|Global Invasive Species Information Network (GISIN)"
"http://id.biodiversity.org.au/node/apni/2895730","Hovea trisperma","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Hovea","Common Hovea","South Australia : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2900813","Maireana georgei","(Diels) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Maireana",,"Queensland : Conservation Status|Victoria : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2893435","Lawrencella rosea","Lindl.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Lawrencella",,"",""
"http://id.biodiversity.org.au/node/apni/2910984","Eucalyptus kochii","Maiden & Blakely","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/8448086","Sclerolaena diacantha","(Nees) Benth.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Sclerolaena",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2911184","Eucalyptus subangusta","(Blakely) Brooker & Hopper","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2916225","Cephalipterum drummondii","A.Gray","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Cephalipterum",,"",""
"http://id.biodiversity.org.au/node/apni/2907690","Lysimachia arvensis","(L.) U.Manns & Anderb.","species","Plantae","Charophyta","Equisetopsida","Ericales","Primulaceae","Lysimachia",,"Queensland : Conservation Status","Non-native species"
"http://id.biodiversity.org.au/node/apni/2897951","Eremophila decipiens","Ostenf.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Eremophila",,"",""
"http://id.biodiversity.org.au/node/apni/2916461","Trachymene cyanopetala","(F.Muell.) Benth.","species","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Trachymene",,"",""
"http://id.biodiversity.org.au/node/apni/2920410","Eucalyptus salmonophloia","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2892346","Cheilanthes sieberi","Kunze","species","Plantae","Charophyta","Equisetopsida",,"Pteridaceae","Cheilanthes",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2896856","Eucalyptus phaenophylla","Brooker & Hopper","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2898669","Ptilotus polystachyus","(Gaudich.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus",,"Queensland : Conservation Status|Victoria : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2900204","Anigozanthos humilis","Lindl.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Haemodoraceae","Anigozanthos",,"",""
"http://id.biodiversity.org.au/node/apni/2920735","Lechenaultia biloba","Lindl.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Lechenaultia",,"",""
"http://id.biodiversity.org.au/node/apni/2894706","Eucalyptus salubris","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2905459","Leucopogon conostephioides","DC.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Leucopogon",,"",""
"http://id.biodiversity.org.au/node/apni/2893851","Schoenia cassiniana","(Gaudich.) Steetz","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Schoenia",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2904580","Patersonia occidentalis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Iridaceae","Patersonia",,"",""
"http://id.biodiversity.org.au/node/apni/2908934","Verticordia chrysantha","Endl.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Verticordia",,"",""
"http://id.biodiversity.org.au/node/apni/2888586","Hybanthus floribundus","(Lindl.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Violaceae","Hybanthus",,"",""
"http://id.biodiversity.org.au/node/apni/2891342","Levenhookia pusilla","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Levenhookia","Midget Stylewort","Victoria : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2894397","Xanthosia huegelii","(Benth.) Steud.","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Xanthosia",,"",""
"http://id.biodiversity.org.au/node/apni/2901099","Calotis hispidula","(F.Muell.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Calotis",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2897584","Adansonia gregorii","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Adansonia",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2915131","Gastrolobium spinosum","Benth. ex Lindl.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gastrolobium",,"",""
"http://id.biodiversity.org.au/node/apni/2900362","Monachather paradoxus","Steud.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Monachather",,"Queensland : Conservation Status|Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2909103","Astroloma pallidum","R.Br.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Astroloma",,"",""
"http://id.biodiversity.org.au/node/apni/2892795","Eucalyptus eremophila","(Diels) Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2893312","Conospermum stoechadis","Endl.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Conospermum",,"",""
"http://id.biodiversity.org.au/node/apni/8505665","Daviesia incrassata","Sm.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Daviesia",,"",""
"http://id.biodiversity.org.au/node/apni/2901256","Atriplex vesicaria","Heward ex Benth.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Atriplex",,"Northern Territory : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2908179","Rhagodia drummondii","Moq.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Rhagodia",,"",""
"http://id.biodiversity.org.au/node/apni/2895169","Leptospermum erubescens","Schauer","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Leptospermum",,"",""
"http://id.biodiversity.org.au/node/apni/2900479","Hibbertia commutata","Steud.","species","Plantae","Charophyta","Equisetopsida",,"Dilleniaceae","Hibbertia",,"",""
"http://id.biodiversity.org.au/node/apni/2918360","Westringia rigida","R.Br.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Westringia",,"Queensland : Conservation Status",""
"http://id.biodiversity.org.au/node/apni/2904829","Verticordia picta","Endl.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Verticordia",,"",""
"http://id.biodiversity.org.au/node/apni/2908251","Melaleuca thymoides","Labill.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca",,"",""
"http://id.biodiversity.org.au/node/apni/2918229","Bossiaea ornata","(Lindl.) Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Bossiaea",,"",""
"http://id.biodiversity.org.au/node/apni/2906244","Eucalyptus rigidula","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus",,"",""
"http://id.biodiversity.org.au/node/apni/2916661","Stylidium repens","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Stylidium",,"",""
"http://id.biodiversity.org.au/node/apni/2889415","Dampiera lavandulacea","Lindl.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Dampiera",,"",""
"http://id.biodiversity.org.au/node/apni/2900076","Ursinia anthemoides","(L.) Poir.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Ursinia",,"","Non-native species"
"http://id.biodiversity.org.au/node/apni/2901178","Gastrolobium parviflorum","(Benth. ex Lindl.) Crisp","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gastrolobium","Box Poison","",""
"http://id.biodiversity.org.au/node/apni/2891670","Eucalyptus rudis","Endl.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Flooded Gum","",""
"http://id.biodiversity.org.au/node/apni/2894334","Centrolepis aristata","(R.Br.) Poir.","species","Plantae","Charophyta","Equisetopsida","Poales","Centrolepidaceae","Centrolepis",,"",""
"http://id.biodiversity.org.au/node/apni/2900824","Desmocladus flexuosus","(R.Br.) B.G.Briggs & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Poales","Restionaceae","Desmocladus",,"",""
"http://id.biodiversity.org.au/node/apni/2916722","Brachychiton acerifolius","(A.Cunn. ex G.Don) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Brachychiton",,"Queensland : Conservation Status",""
