"taxon_url","scientificName_short","recordedBy","taxonRank","kingdom","phylum","class","order","family","genus","vernacularName","Invasive","scientificName"
"http://id.biodiversity.org.au/node/apni/2911572","Jacaranda mimosifolia","D.Don","species","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Jacaranda","Jacaranda","","Jacaranda mimosifolia D.Don"
"http://id.biodiversity.org.au/node/apni/2889947","Senna artemisioides","(Gaudich. ex DC.) Randell","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Senna","","","Senna artemisioides (Gaudich. ex DC.) Randell"
"http://id.biodiversity.org.au/node/apni/2889663","Nuytsia floribunda","(Labill.) R.Br. ex G.Don","species","Plantae","Charophyta","Equisetopsida","Santalales","Loranthaceae","Nuytsia","Western Australian Christmas Tree","","Nuytsia floribunda (Labill.) R.Br. ex G.Don"
"http://id.biodiversity.org.au/node/apni/2896211","Calothamnus quadrifidus","R.Br.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Calothamnus","","","Calothamnus quadrifidus R.Br."
"http://id.biodiversity.org.au/node/apni/2901023","Solanum lasiophyllum","Dunal ex Poir.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Solanum","","","Solanum lasiophyllum Dunal ex Poir."
"http://id.biodiversity.org.au/node/apni/2912563","Ptilotus nobilis","(Lindl.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus","","","Ptilotus nobilis (Lindl.) F.Muell."
"http://id.biodiversity.org.au/node/apni/2897886","Drosera menziesii","R.Br. ex DC.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Droseraceae","Drosera","","","Drosera menziesii R.Br. ex DC."
"http://id.biodiversity.org.au/node/apni/7645007","Eucalyptus marginata","Donn ex Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus marginata Donn ex Sm."
"http://id.biodiversity.org.au/node/apni/2893218","Allocasuarina humilis","(Otto & A.Dietr.) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Allocasuarina","","","Allocasuarina humilis (Otto & A.Dietr.) L.A.S.Johnson"
"http://id.biodiversity.org.au/node/apni/2901796","Daucus glochidiatus","(Labill.) Fisch., C.A.Mey. & Ave-Lall.","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Daucus","Australian Carrot","","Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Ave-Lall."
"http://id.biodiversity.org.au/node/apni/2921021","Eucalyptus oleosa","F.Muell. ex Miq.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus oleosa F.Muell. ex Miq."
"http://id.biodiversity.org.au/node/apni/2898810","Eucalyptus flocktoniae","(Maiden) Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus flocktoniae (Maiden) Maiden"
"http://id.biodiversity.org.au/node/apni/2893639","Eucalyptus leptopoda","Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Tammin Mallee","","Eucalyptus leptopoda Benth."
"http://id.biodiversity.org.au/node/apni/2900814","Rytidosperma caespitosum","(Gaudich.) Connor & Edgar","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Rytidosperma","","","Rytidosperma caespitosum (Gaudich.) Connor & Edgar"
"http://id.biodiversity.org.au/node/apni/6707550","Acacia aneura","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","","Acacia aneura F.Muell. ex Benth."
"http://id.biodiversity.org.au/node/apni/2915685","Rytidosperma setaceum","(R.Br.) Connor & Edgar","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Rytidosperma","","","Rytidosperma setaceum (R.Br.) Connor & Edgar"
"http://id.biodiversity.org.au/node/apni/2892299","Pentameris airoides","Nees","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Pentameris","","Non-native species","Pentameris airoides Nees"
"http://id.biodiversity.org.au/node/apni/2892953","Acacia incurvaneura","Maslin & J.E.Reid","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Narrow-Leaf Mulga","","Acacia incurvaneura Maslin & J.E.Reid"
"http://id.biodiversity.org.au/node/apni/2911343","Astroloma serratifolium","(DC.) Sond.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Astroloma","","","Astroloma serratifolium (DC.) Sond."
"http://id.biodiversity.org.au/node/apni/2887758","Eucalyptus incrassata","Labill.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus incrassata Labill."
"http://id.biodiversity.org.au/node/apni/2901814","Eremophila clarkei","Oldfield & F.Muell.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Scrophulariaceae","Eremophila","Turpentine Bush","","Eremophila clarkei Oldfield & F.Muell."
"http://id.biodiversity.org.au/node/apni/2910984","Eucalyptus kochii","Maiden & Blakely","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus kochii Maiden & Blakely"
"http://id.biodiversity.org.au/node/apni/2911184","Eucalyptus subangusta","(Blakely) Brooker & Hopper","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus subangusta (Blakely) Brooker & Hopper"
"http://id.biodiversity.org.au/node/apni/2907690","Lysimachia arvensis","(L.) U.Manns & Anderb.","species","Plantae","Charophyta","Equisetopsida","Ericales","Primulaceae","Lysimachia","","Non-native species","Lysimachia arvensis (L.) U.Manns & Anderb."
"http://id.biodiversity.org.au/node/apni/2920410","Eucalyptus salmonophloia","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus salmonophloia F.Muell."
"http://id.biodiversity.org.au/node/apni/2892346","Cheilanthes sieberi","Kunze","species","Plantae","Charophyta","Equisetopsida","","Pteridaceae","Cheilanthes","","","Cheilanthes sieberi Kunze"
"http://id.biodiversity.org.au/node/apni/2915131","Gastrolobium spinosum","Benth. ex Lindl.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gastrolobium","","","Gastrolobium spinosum Benth. ex Lindl."
"http://id.biodiversity.org.au/node/apni/8505665","Daviesia incrassata","Sm.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Daviesia","","","Daviesia incrassata Sm."
"http://id.biodiversity.org.au/node/apni/2901256","Atriplex vesicaria","Heward ex Benth.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Atriplex","","","Atriplex vesicaria Heward ex Benth."
"http://id.biodiversity.org.au/node/apni/2908179","Rhagodia drummondii","Moq.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Rhagodia","","","Rhagodia drummondii Moq."
"http://id.biodiversity.org.au/node/apni/2901178","Gastrolobium parviflorum","(Benth. ex Lindl.) Crisp","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gastrolobium","Box Poison","","Gastrolobium parviflorum (Benth. ex Lindl.) Crisp"
"http://id.biodiversity.org.au/node/apni/2894334","Centrolepis aristata","(R.Br.) Poir.","species","Plantae","Charophyta","Equisetopsida","Poales","Centrolepidaceae","Centrolepis","","","Centrolepis aristata (R.Br.) Poir."
"http://id.biodiversity.org.au/node/apni/2916722","Brachychiton acerifolius","(A.Cunn. ex G.Don) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Brachychiton","","","Brachychiton acerifolius (A.Cunn. ex G.Don) F.Muell."
"http://id.biodiversity.org.au/node/apni/2907555","Acacia aptaneura","Maslin & J.E.Reid","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","","Acacia aptaneura Maslin & J.E.Reid"
"http://id.biodiversity.org.au/node/apni/2901637","Eucalyptus conglobata","(R.Br. ex Benth.) Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus conglobata (R.Br. ex Benth.) Maiden"
"http://id.biodiversity.org.au/node/apni/2915937","Macrozamia riedlei","(Fisch. ex Gaudich.) C.A.Gardner","species","Plantae","Charophyta","Equisetopsida","Cycadales","Zamiaceae","Macrozamia","","","Macrozamia riedlei (Fisch. ex Gaudich.) C.A.Gardner"
"http://id.biodiversity.org.au/node/apni/2893649","Opercularia vaginata","Labill. ex Juss.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Rubiaceae","Opercularia","","","Opercularia vaginata Labill. ex Juss."
"http://id.biodiversity.org.au/node/apni/9442728","Isotropis cuneifolia","(Sm.) Walp.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Isotropis","","","Isotropis cuneifolia (Sm.) Walp."
"http://id.biodiversity.org.au/node/apni/2908793","Acacia ligulata","A.Cunn. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","","Acacia ligulata A.Cunn. ex Benth."
"http://id.biodiversity.org.au/node/apni/2897557","Senecio glossanthus","(Sond.) Belcher","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Senecio","","","Senecio glossanthus (Sond.) Belcher"
"http://id.biodiversity.org.au/node/apni/2902634","Eriachne pulchella","Domin","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Eriachne","Pretty Wanderrie Grass","","Eriachne pulchella Domin"
"http://id.biodiversity.org.au/node/apni/2915301","Rhagodia preissii","Moq.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Rhagodia","","","Rhagodia preissii Moq."
"http://id.biodiversity.org.au/node/apni/2890882","Acacia assimilis","S.Moore","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","","Acacia assimilis S.Moore"
"http://id.biodiversity.org.au/node/apni/2911368","Eucalyptus obtusiflora","DC.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus obtusiflora DC."
"http://id.biodiversity.org.au/node/apni/2894744","Pogonolepis stricta","Steetz","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Pogonolepis","","","Pogonolepis stricta Steetz"
"http://id.biodiversity.org.au/node/apni/2896710","Corymbia greeniana","(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Corymbia","","","Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson"
"http://id.biodiversity.org.au/node/apni/2905777","Acacia burkittii","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","","Acacia burkittii F.Muell. ex Benth."
"http://id.biodiversity.org.au/node/apni/2915709","Brunonia australis","Sm. ex R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Brunonia","","","Brunonia australis Sm. ex R.Br."
"http://id.biodiversity.org.au/node/apni/2908800","Tetraria octandra","(Nees) Kük.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Tetraria","","","Tetraria octandra (Nees) Kük."
"http://id.biodiversity.org.au/node/apni/2919713","Grevillea acuaria","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","","","Grevillea acuaria F.Muell. ex Benth."
"http://id.biodiversity.org.au/node/apni/7567129","Eucalyptus kingsmillii","(Maiden) Maiden & Blakely","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus kingsmillii (Maiden) Maiden & Blakely"
"http://id.biodiversity.org.au/node/apni/2906914","Eucalyptus leptocalyx","Blakely","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Hopetoun Mallee","","Eucalyptus leptocalyx Blakely"
"http://id.biodiversity.org.au/node/apni/7675695","Eucalyptus phenax","Brooker & Slee","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Jeparit Mallee","","Eucalyptus phenax Brooker & Slee"
"http://id.biodiversity.org.au/node/apni/2898995","Isolepis marginata","(Thunb.) A.Dietr.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Isolepis","","Non-native species","Isolepis marginata (Thunb.) A.Dietr."
"http://id.biodiversity.org.au/node/apni/2902182","Melaleuca lateriflora","Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","","","Melaleuca lateriflora Benth."
"http://id.biodiversity.org.au/node/apni/2906750","Eucalyptus suggrandis","L.A.S.Johnson & K.D.Hill","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus suggrandis L.A.S.Johnson & K.D.Hill"
"http://id.biodiversity.org.au/node/apni/2905928","Poranthera microphylla","Brongn.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Poranthera","","","Poranthera microphylla Brongn."
"http://id.biodiversity.org.au/node/apni/2919321","Schoenus nanus","(Nees ex Lehm.) Benth.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Schoenus","Tiny Bog-Sedge","","Schoenus nanus (Nees ex Lehm.) Benth."
"http://id.biodiversity.org.au/node/apni/2920895","Eucalyptus eudesmioides","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus eudesmioides F.Muell."
"http://id.biodiversity.org.au/node/apni/2920233","Eucalyptus myriadena","Brooker","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus myriadena Brooker"
"http://id.biodiversity.org.au/node/apni/2902747","Lysinema pentapetalum","R.Br.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Lysinema","","","Lysinema pentapetalum R.Br."
"http://id.biodiversity.org.au/node/apni/2920316","Chamaescilla corymbosa","(R.Br.) F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Chamaescilla","Blue Stars","","Chamaescilla corymbosa (R.Br.) F.Muell. ex Benth."
"http://id.biodiversity.org.au/node/apni/2888174","Lomandra caespitosa","(F.Muell. ex Benth.) Ewart","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","","","Lomandra caespitosa (F.Muell. ex Benth.) Ewart"
"http://id.biodiversity.org.au/node/apni/2903052","Hovea chorizemifolia","DC.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Hovea","","","Hovea chorizemifolia DC."
"http://id.biodiversity.org.au/node/apni/2886359","Rhodanthe laevis","(A.Gray) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Rhodanthe","","","Rhodanthe laevis (A.Gray) Paul G.Wilson"
"http://id.biodiversity.org.au/node/apni/2898715","Eucalyptus capillosa","Brooker & Hopper","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus capillosa Brooker & Hopper"
"http://id.biodiversity.org.au/node/apni/2903706","Hyalosperma glutinosum","Steetz","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Hyalosperma","","","Hyalosperma glutinosum Steetz"
"http://id.biodiversity.org.au/node/apni/2920953","Hibbertia acerosa","(R.Br. ex DC.) Benth.","species","Plantae","Charophyta","Equisetopsida","","Dilleniaceae","Hibbertia","","","Hibbertia acerosa (R.Br. ex DC.) Benth."
"http://id.biodiversity.org.au/node/apni/2887634","Dodonaea stenozyga","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Dodonaea","Desert Hop-Bush","","Dodonaea stenozyga F.Muell."
"http://id.biodiversity.org.au/node/apni/2911793","Lomandra nigricans","T.D.Macfarl.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","","","Lomandra nigricans T.D.Macfarl."
"http://id.biodiversity.org.au/node/apni/2900781","Ptilotus schwartzii","(F.Muell.) Tate","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Ptilotus","","","Ptilotus schwartzii (F.Muell.) Tate"
"http://id.biodiversity.org.au/node/apni/2896796","Acacia quadrimarginea","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","","Acacia quadrimarginea F.Muell."
"http://id.biodiversity.org.au/node/apni/2909279","Levenhookia stipitata","(Benth.) F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Levenhookia","Common Stylewort","","Levenhookia stipitata (Benth.) F.Muell. ex Benth."
"http://id.biodiversity.org.au/node/apni/2904469","Eucalyptus clelandiorum","(Maiden) Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus clelandiorum (Maiden) Maiden"
"http://id.biodiversity.org.au/node/apni/2907847","Lepidosperma angustatum","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Lepidosperma","","","Lepidosperma angustatum R.Br."
"http://id.biodiversity.org.au/node/apni/2910980","Lomandra micrantha","(Endl.) Ewart","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","","","Lomandra micrantha (Endl.) Ewart"
"http://id.biodiversity.org.au/node/apni/2893349","Schoenus curvifolius","(R.Br.) Poir.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Schoenus","","","Schoenus curvifolius (R.Br.) Poir."
"http://id.biodiversity.org.au/node/apni/2915986","Cheilanthes austrotenuifolia","H.M.Quirk & T.C.Chambers","species","Plantae","Charophyta","Equisetopsida","","Pteridaceae","Cheilanthes","","","Cheilanthes austrotenuifolia H.M.Quirk & T.C.Chambers"
"http://id.biodiversity.org.au/node/apni/2908142","Lomandra hermaphrodita","(C.R.P.Andrews) C.A.Gardner","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","","","Lomandra hermaphrodita (C.R.P.Andrews) C.A.Gardner"
"http://id.biodiversity.org.au/node/apni/2887715","Austrostipa scabra","(Lindl.) S.W.L.Jacobs & J.Everett","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Austrostipa","Needle Grass","","Austrostipa scabra (Lindl.) S.W.L.Jacobs & J.Everett"
"http://id.biodiversity.org.au/node/apni/2906455","Acacia caesaneura","Maslin & J.E.Reid","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Western Blue Mulga","","Acacia caesaneura Maslin & J.E.Reid"
"http://id.biodiversity.org.au/node/apni/2919546","Eucalyptus griffithsii","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus griffithsii Maiden"
"http://id.biodiversity.org.au/node/apni/2888455","Eucalyptus pluricaulis","Brooker & Hopper","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus pluricaulis Brooker & Hopper"
"http://id.biodiversity.org.au/node/apni/2901878","Cymbopogon ambiguus","(Hack.) A.Camus","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cymbopogon","","","Cymbopogon ambiguus (Hack.) A.Camus"
"http://id.biodiversity.org.au/node/apni/2904464","Euphorbia boophthona","C.A.Gardner","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Euphorbia","","","Euphorbia boophthona C.A.Gardner"
"http://id.biodiversity.org.au/node/apni/2908442","Dasymalla terminalis","Endl.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Dasymalla","","","Dasymalla terminalis Endl."
"http://id.biodiversity.org.au/node/apni/2887165","Cheilanthes adiantoides","T.C.Chambers & P.A.Farrant","species","Plantae","Charophyta","Equisetopsida","","Pteridaceae","Cheilanthes","","","Cheilanthes adiantoides T.C.Chambers & P.A.Farrant"
"http://id.biodiversity.org.au/node/apni/2904955","Bromus rubens","L.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Bromus","","Non-native species|Global Invasive Species Information Network (GISIN)","Bromus rubens L."
"http://id.biodiversity.org.au/node/apni/2889195","Jacksonia sternbergiana","Hugel ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Jacksonia","","","Jacksonia sternbergiana Hugel ex Benth."
"http://id.biodiversity.org.au/node/apni/2892014","Eucalyptus sheathiana","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus sheathiana Maiden"
"http://id.biodiversity.org.au/node/apni/2917676","Eucalyptus ebbanoensis","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus ebbanoensis Maiden"
"http://id.biodiversity.org.au/node/apni/7788995","Comesperma scoparium","J.Drumm.","species","Plantae","Charophyta","Equisetopsida","Fabales","Polygalaceae","Comesperma","","","Comesperma scoparium J.Drumm."
"http://id.biodiversity.org.au/node/apni/2896551","Eucalyptus mannensis","Boomsma","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus mannensis Boomsma"
"http://id.biodiversity.org.au/node/apni/2900301","Grevillea pyramidalis","A.Cunn. ex R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","Caustic Bush","","Grevillea pyramidalis A.Cunn. ex R.Br."
"http://id.biodiversity.org.au/node/apni/2904122","Millotia tenuifolia","Cass.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Millotia","","","Millotia tenuifolia Cass."
"http://id.biodiversity.org.au/node/apni/2910051","Grevillea agrifolia","A.Cunn. ex R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","","","Grevillea agrifolia A.Cunn. ex R.Br."
"http://id.biodiversity.org.au/node/apni/2887834","Clematis pubescens","Hugel ex Endl.","species","Plantae","Charophyta","Equisetopsida","Ranunculales","Ranunculaceae","Clematis","","","Clematis pubescens Hugel ex Endl."
"http://id.biodiversity.org.au/node/apni/2901936","Eucalyptus longicornis","(F.Muell.) F.Muell. ex Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus longicornis (F.Muell.) F.Muell. ex Maiden"
"http://id.biodiversity.org.au/node/apni/2914882","Eucalyptus socialis","F.Muell. ex Miq.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus socialis F.Muell. ex Miq."
"http://id.biodiversity.org.au/node/apni/2912545","Dysphania rhadinostachya","(F.Muell.) A.J.Scott","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Dysphania","","","Dysphania rhadinostachya (F.Muell.) A.J.Scott"
"http://id.biodiversity.org.au/node/apni/2919553","Melaleuca atroviridis","Craven & Lepschi","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","","","Melaleuca atroviridis Craven & Lepschi"
"http://id.biodiversity.org.au/node/apni/2902615","Gonocarpus nodulosus","Nees","species","Plantae","Charophyta","Equisetopsida","Saxifragales","Haloragaceae","Gonocarpus","","","Gonocarpus nodulosus Nees"
"http://id.biodiversity.org.au/node/apni/2915615","Goodenia occidentalis","Carolin","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Goodenia","Western Goodenia","","Goodenia occidentalis Carolin"
"http://id.biodiversity.org.au/node/apni/2913873","Solanum orbiculatum","Dunal ex Poir.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Solanum","","","Solanum orbiculatum Dunal ex Poir."
"http://id.biodiversity.org.au/node/apni/2915964","Olearia axillaris","(DC.) F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Olearia","","","Olearia axillaris (DC.) F.Muell. ex Benth."
"http://id.biodiversity.org.au/node/apni/2910940","Erymophyllum ramosum","(A.Gray) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Erymophyllum","","","Erymophyllum ramosum (A.Gray) Paul G.Wilson"
"http://id.biodiversity.org.au/node/apni/2913198","Sida sp. dark green fruits (S. van Leeuwen 2260)","WA Herbarium","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Sida","","","Sida sp. dark green fruits (S. van Leeuwen 2260) WA Herbarium"
"http://id.biodiversity.org.au/node/apni/2891893","Podolepis gracilis","Graham","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Podolepis","","","Podolepis gracilis Graham"
"http://id.biodiversity.org.au/node/apni/2901320","Salsola australis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Salsola","","","Salsola australis R.Br."
"http://id.biodiversity.org.au/node/apni/2891523","Trymalium odoratissimum","Lindl.","species","Plantae","Charophyta","Equisetopsida","Rosales","Rhamnaceae","Trymalium","","","Trymalium odoratissimum Lindl."
"http://id.biodiversity.org.au/node/apni/2907978","Hibbertia cunninghamii","Aiton ex Hook.","species","Plantae","Charophyta","Equisetopsida","","Dilleniaceae","Hibbertia","","","Hibbertia cunninghamii Aiton ex Hook."
"http://id.biodiversity.org.au/node/apni/2890564","Atriplex nummularia","Lindl.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Atriplex","Oldman Saltbush","","Atriplex nummularia Lindl."
"http://id.biodiversity.org.au/node/apni/2904763","Aluta aspera","(E.Pritz.) Rye & Trudgen","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Aluta","","","Aluta aspera (E.Pritz.) Rye & Trudgen"
"http://id.biodiversity.org.au/node/apni/7249110","Tephrosia rosea","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Tephrosia","","","Tephrosia rosea F.Muell. ex Benth."
"http://id.biodiversity.org.au/node/apni/2916675","Eucalyptus arachnaea","Brooker & Hopper","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus arachnaea Brooker & Hopper"
"http://id.biodiversity.org.au/node/apni/2895560","Lepidosperma leptostachyum","Benth.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Lepidosperma","","","Lepidosperma leptostachyum Benth."
"http://id.biodiversity.org.au/node/apni/2919703","Zygophyllum ovatum","Ewart & Jean White","species","Plantae","Charophyta","Equisetopsida","Zygophyllales","Zygophyllaceae","Zygophyllum","","","Zygophyllum ovatum Ewart & Jean White"
"http://id.biodiversity.org.au/node/apni/2909260","Lobelia anceps","L.f.","species","Plantae","Charophyta","Equisetopsida","Asterales","Campanulaceae","Lobelia","New Zealand Lobelia","","Lobelia anceps L.f."
"http://id.biodiversity.org.au/node/apni/2889607","Eucalyptus lesouefii","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","","","Eucalyptus lesouefii Maiden"
"http://id.biodiversity.org.au/node/apni/2904627","Calandrinia calyptrata","Hook.f.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Portulacaceae","Calandrinia","","","Calandrinia calyptrata Hook.f."
"http://id.biodiversity.org.au/node/apni/2912739","Quinetia urvillei","Cass.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Quinetia","Quinetia","","Quinetia urvillei Cass."
"http://id.biodiversity.org.au/node/apni/2888190","Acacia cyclops","A.Cunn. ex G.Don","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","","","Acacia cyclops A.Cunn. ex G.Don"
